Age (bin),Age-Groups,Customer ID,Customer Profile,Purchase Class,Purchase Frequency (bin),Spending Score (bin),Age,Annual Income,Annual Income Rounded,Column Legend,High Value Count,Purchase Freq Rounded,Purchase Frequency,Row Legend,Spending Efficiency,Spending Score,Total_Value,Transaction Amount
20,18-29,3758,Standard,Regular,12,30,23,47433.0511,47433.05,2,0,12,12,2,0.000828536,39.3,1289.16,107.43
30,30-49,3759,Standard,Occasional,6,60,30,72372.354,72372.35,2,0,6,6,2,0.000856681,62,639.72,106.62
10,18-29,3761,Impulsive,Regular,14,90,19,32017.7814,32017.78,,0,15,15,,0.003051429,97.7,1286.85,85.79
30,30-49,3761,Potential,Fanatic,24,20,30,92286.1642,92286.16,,0,25,25,,0.000258977,23.9,2909,116.36
30,30-49,3761,Standard,Occasional,8,30,34,43795.9698,43795.97,2,0,9,9,2,0.000748927,32.8,1163.61,129.29
40,30-49,3762,Standard,Regular,18,10,48,43428.819,43428.82,2,0,19,19,2,0.00043059,18.7,1815.45,95.55
20,18-29,3763,Standard,Fanatic,26,30,21,53818.9921,53818.99,2,0,26,26,2,0.000581579,31.3,2489.76,95.76
20,18-29,3763,Standard,Occasional,0,70,25,45560.5648,45560.56,2,0,0,0,2,0.001604458,73.1,0,103.72
30,30-49,3763,Standard,Fanatic,26,20,30,38112.4269,38112.43,2,0,27,27,2,0.000621844,23.7,2874.69,106.47
40,30-49,3765,Standard,Fanatic,24,40,40,59364.791,59364.79,2,0,25,25,2,0.000719282,42.7,2356.75,94.27
40,30-49,3765,Standard,Occasional,0,70,48,50043.5094,50043.51,2,0,1,1,2,0.001586619,79.4,97.1,97.1
40,30-49,3765,Standard,Occasional,2,60,44,54924.2124,54924.21,2,0,3,3,2,0.001094235,60.1,371.97,123.99
40,30-49,3767,Standard,Fanatic,22,40,42,35675.8478,35675.85,2,0,22,22,2,0.001280979,45.7,1900.36,86.38
20,18-29,3768,Standard,Fanatic,28,10,21,40861.6498,40861.65,2,0,29,29,2,0.000474773,19.4,2971.92,102.48
30,30-49,3768,Standard,Fanatic,20,0,34,61237.2127,61237.21,2,0,20,20,2,1.80E-05,1.1,2123.4,106.17
30,30-49,3770,Impulsive,Fanatic,24,90,39,53875.8427,53875.84,,0,24,24,,0.001852407,99.8,2421.6,100.9
30,30-49,3770,Impulsive,Occasional,2,90,36,48056.6156,48056.62,,0,3,3,,0.00198932,95.6,355.74,118.58
20,18-29,3772,Standard,Fanatic,20,30,21,58229.7933,58229.79,2,0,21,21,2,0.000554699,32.3,2338.56,111.36
20,18-29,3772,Standard,Occasional,6,20,29,38529.3315,38529.33,2,0,7,7,2,0.000589162,22.7,780.71,111.53
30,30-49,3773,Potential,Occasional,8,20,37,72376.323,72376.32,,0,9,9,,0.00030673,22.2,753.84,83.76
40,30-49,3773,Standard,Occasional,2,10,42,64821.0089,64821.01,2,0,3,3,2,0.000254547,16.5,279.96,93.32
40,30-49,3773,Standard,Regular,16,40,40,28846.3782,28846.38,2,0,16,16,2,0.001674387,48.3,1748.64,109.29
30,30-49,3774,Standard,Regular,12,40,32,49231.6634,49231.66,2,0,13,13,2,0.000855141,42.1,1372.28,105.56
20,18-29,3775,Standard,Occasional,4,40,25,51851.1532,51851.15,2,0,5,5,2,0.000950799,49.3,402.25,80.45
30,30-49,3775,Impulsive,Occasional,6,80,35,56997.7678,56997.77,,0,7,7,,0.001522867,86.8,753.83,107.69
30,30-49,3775,Impulsive,Regular,16,80,35,65559.6255,65559.63,,0,16,16,,0.001337714,87.7,1519.68,94.98
40,30-49,3775,Standard,Fanatic,24,30,40,38497.5483,38497.55,2,0,24,24,2,0.000867588,33.4,1696.32,70.68
20,18-29,3776,Impulsive,Fanatic,28,80,28,15303.7954,15303.8,,0,28,28,,0.005789414,88.6,3563.28,127.26
30,30-49,3776,Standard,Occasional,6,10,34,50455.2129,50455.21,2,0,6,6,2,0.000206123,10.4,584.28,97.38
40,30-49,3778,Standard,Occasional,6,10,44,38850.585,38850.58,2,0,7,7,2,0.000398964,15.5,859.04,122.72
30,30-49,3779,Standard,Regular,10,0,38,57329.9505,57329.95,2,0,10,10,2,0.000169196,9.7,1170.9,117.09
40,30-49,3779,Platinum,Fanatic,20,80,42,79325.1159,79325.12,,1,20,20,,0.001075321,85.3,2220.8,111.04
40,30-49,3780,Standard,Occasional,0,40,44,54206.4817,54206.48,2,0,1,1,2,0.000909485,49.3,80.45,80.45
40,30-49,3780,Impulsive,Occasional,8,90,49,51234.3551,51234.36,,0,9,9,,0.001819092,93.2,756.09,84.01
30,30-49,3782,Standard,Regular,16,40,33,65462.4775,65462.48,2,0,16,16,2,0.00074852,49,1630.4,101.9
30,30-49,3782,Standard,Regular,18,60,36,45302.7152,45302.72,2,0,18,18,2,0.001366364,61.9,2194.2,121.9
30,30-49,3782,Standard,Regular,18,60,36,45302.7152,45302.72,2,0,18,18,2,0.001366364,61.9,2194.2,121.9
20,18-29,3783,Standard,Occasional,4,60,20,55289.0958,55289.1,2,0,4,4,2,0.001085205,60,385.36,96.34
30,30-49,3784,Standard,Regular,16,0,39,59316.1737,59316.17,2,0,17,17,2,3.03E-05,1.8,1522.86,89.58
10,18-29,3785,Impulsive,Fanatic,26,90,19,53112.4531,53112.45,,0,27,27,,0.001847024,98.1,2805.84,103.92
30,30-49,3785,Standard,Regular,18,70,34,64510.7276,64510.73,2,0,18,18,2,0.00119825,77.3,1693.08,94.06
40,30-49,3785,Standard,Regular,10,60,41,47785.8478,47785.85,2,0,10,10,2,0.001376977,65.8,1057,105.7
30,30-49,3786,Standard,Fanatic,20,10,32,53529.0883,53529.09,2,0,20,20,2,0.000297035,15.9,1706,85.3
30,30-49,3786,Standard,Fanatic,28,50,39,22262.1368,22262.14,2,0,29,29,2,0.002286393,50.9,2317.39,79.91
30,30-49,3786,Impulsive,Regular,16,90,39,17834.2738,17834.27,,0,16,16,,0.005113749,91.2,1761.6,110.1
10,18-29,3787,Standard,Fanatic,26,10,19,62048.3834,62048.38,2,0,27,27,2,0.000172446,10.7,2239.11,82.93
50,50-64,3787,Standard,Occasional,4,10,50,55953.6125,55953.61,2,0,4,4,2,0.000298462,16.7,319.72,79.93
40,30-49,3789,Standard,Occasional,4,30,47,28952.047,28952.05,2,0,5,5,2,0.001146724,33.2,458.15,91.63
10,18-29,3790,Standard,Occasional,0,30,19,52920.5365,52920.54,2,0,0,0,2,0.000729395,38.6,0,100.6
40,30-49,3790,Standard,Fanatic,20,40,41,11676.604,11676.6,2,0,20,20,2,0.004110784,48,1521.6,76.08
40,30-49,3792,Potential,Fanatic,28,0,40,80949.4727,80949.47,,0,28,28,,4.45E-05,3.6,3026.24,108.08
30,30-49,3793,Standard,Fanatic,26,60,30,44907.2921,44907.29,2,0,27,27,2,0.001469694,66,2562.03,94.89
30,30-49,3793,Standard,Regular,18,20,35,42630.5978,42630.6,2,0,19,19,2,0.000616928,26.3,2447.77,128.83
20,18-29,3795,Standard,Occasional,8,50,26,47668.0115,47668.01,2,0,9,9,2,0.001048921,50,894.96,99.44
50,50-64,3797,Impulsive,Fanatic,24,90,53,49925.9911,49925.99,,0,24,24,,0.001854745,92.6,1935.6,80.65
50,50-64,3797,Impulsive,Fanatic,24,90,53,49925.9911,49925.99,,0,24,24,,0.001854745,92.6,1935.6,80.65
30,30-49,3799,Standard,Regular,14,10,33,58187.2398,58187.24,2,0,14,14,2,0.000225135,13.1,1451.8,103.7
10,18-29,3800,Standard,Regular,14,20,19,28167.8492,28167.85,2,0,14,14,2,0.00071358,20.1,1511.72,107.98
20,18-29,3800,Standard,Occasional,2,60,29,47831.3245,47831.32,2,0,3,3,2,0.001331763,63.7,222.81,74.27
30,30-49,3800,Standard,Occasional,6,30,37,46330.497,46330.5,2,0,6,6,2,0.000684215,31.7,681.18,113.53
30,30-49,3800,Standard,Occasional,6,30,37,46330.497,46330.5,2,0,6,6,2,0.000684215,31.7,681.18,113.53
30,30-49,3800,Standard,Regular,10,30,37,34820.1833,34820.18,2,0,10,10,2,0.001005164,35,822.9,82.29
20,18-29,3801,Standard,Occasional,8,60,27,67286.7031,67286.7,2,0,8,8,2,0.000968988,65.2,686.4,85.8
30,30-49,3803,Standard,Occasional,2,30,37,51754.1443,51754.14,2,0,2,2,2,0.000647291,33.5,212.56,106.28
30,30-49,3803,Standard,Regular,14,60,31,37041.7228,37041.72,2,0,15,15,2,0.001652191,61.2,1607.4,107.16
40,30-49,3803,Standard,Regular,16,60,43,58945.16,58945.16,2,0,17,17,2,0.001145132,67.5,1197.31,70.43
20,18-29,3804,Standard,Fanatic,20,20,29,62429.3482,62429.35,2,0,21,21,2,0.000414869,25.9,2620.38,124.78
30,30-49,3806,Standard,Regular,18,0,35,38519.2421,38519.24,2,0,18,18,2,0.000168747,6.5,1632.06,90.67
30,30-49,3806,Standard,Occasional,6,60,39,33595.8181,33595.82,2,0,7,7,2,0.001821655,61.2,750.12,107.16
30,30-49,3808,Impulsive,Regular,18,90,36,43952.6921,43952.69,,0,18,18,,0.002086334,91.7,1661.94,92.33
40,30-49,3808,Standard,Occasional,8,30,45,39496.9222,39496.92,2,0,9,9,2,0.000815253,32.2,991.26,110.14
50,50-64,3808,Standard,Fanatic,20,60,57,39736.0568,39736.06,2,0,20,20,2,0.001560296,62,2132.4,106.62
30,30-49,3809,Standard,Fanatic,24,60,32,35242.9685,35242.97,2,0,25,25,2,0.001898251,66.9,2434.75,97.39
20,18-29,3810,Impulsive,Regular,14,90,25,37058.0213,37058.02,,0,14,14,,0.002474498,91.7,1292.62,92.33
30,30-49,3810,Standard,Fanatic,28,20,37,57315.8192,57315.82,2,0,28,28,2,0.00043618,25,2982.84,106.53
40,30-49,3810,Standard,Occasional,8,0,42,43922.0553,43922.06,2,0,8,8,2,0.000159373,7,722.64,90.33
40,30-49,3810,Standard,Regular,12,20,43,62785.0352,62785.04,2,0,13,13,2,0.00032014,20.1,1403.74,107.98
20,18-29,3811,Standard,Regular,10,30,22,35442.1445,35442.14,2,0,11,11,2,0.000945202,33.5,1169.08,106.28
50,50-64,3814,Impulsive,Occasional,8,90,51,34194.7359,34194.74,,0,8,8,,0.002813299,96.2,702.08,87.76
40,30-49,3815,Standard,Regular,10,70,45,48440.7184,48440.72,2,0,11,11,2,0.001445065,70,1020.03,92.73
20,18-29,3817,Standard,Fanatic,24,50,22,73013.6758,73013.68,2,0,25,25,2,0.000798481,58.3,3017.5,120.7
30,30-49,3817,Standard,Occasional,4,50,38,48915.0308,48915.03,2,0,5,5,2,0.001177552,57.6,556.25,111.25
40,30-49,3817,Standard,Occasional,0,50,43,33575.6751,33575.68,2,0,1,1,2,0.001745311,58.6,99.94,99.94
40,30-49,3817,Impulsive,Regular,18,80,43,45757.4913,45757.49,,0,18,18,,0.001923182,88,2301.66,127.87
30,30-49,3819,Standard,Fanatic,28,10,35,54454.3919,54454.39,2,0,29,29,2,0.000235059,12.8,2885.79,99.51
30,30-49,3819,Standard,Regular,18,0,38,41143.5186,41143.52,2,0,18,18,2,0.000136109,5.6,1527.84,84.88
30,30-49,3821,Standard,Fanatic,20,70,34,49794.2094,49794.21,2,0,20,20,2,0.001602596,79.8,2344,117.2
30,30-49,3822,Standard,Regular,12,60,32,53708.2928,53708.29,2,0,12,12,2,0.001225137,65.8,1268.4,105.7
40,30-49,3822,Impulsive,Regular,10,80,42,48228.9895,48228.99,,0,11,11,,0.001820482,87.8,1324.29,120.39
30,30-49,3823,Potential,Occasional,6,0,37,73716.4646,73716.46,,0,6,6,,0.000119376,8.8,655.74,109.29
30,30-49,3824,Standard,Regular,18,20,38,43253.3865,43253.39,2,0,19,19,2,0.000603421,26.1,2095.32,110.28
30,30-49,3824,Platinum,Occasional,6,90,38,72597.7511,72597.75,,1,6,6,,0.001294806,94,580.5,96.75
20,18-29,3825,Standard,Regular,10,60,29,19707.7272,19707.73,2,0,10,10,2,0.003110455,61.3,998.1,99.81
20,18-29,3827,Standard,Fanatic,26,20,29,51057.2934,51057.29,2,0,26,26,2,0.00041522,21.2,3020.16,116.16
30,30-49,3828,Standard,Fanatic,24,0,33,57040.8475,57040.85,2,0,24,24,2,9.82E-05,5.6,2037.12,84.88
40,30-49,3828,Standard,Regular,14,50,42,44167.4419,44167.44,2,0,14,14,2,0.001147904,50.7,1137.5,81.25
40,30-49,3828,Standard,Regular,16,10,43,43535.9726,43535.97,2,0,16,16,2,0.000321573,14,1511.68,94.48
40,30-49,3829,Standard,Occasional,2,10,47,49287.8451,49287.85,2,0,3,3,2,0.000381433,18.8,278.67,92.89
50,50-64,3831,Standard,Occasional,0,0,51,68360.0843,68360.08,2,0,0,0,2,5.56E-05,3.8,0,99.03
20,18-29,3832,Standard,Regular,16,30,23,50313.938,50313.94,2,0,17,17,2,0.000793021,39.9,1707.14,100.42
60,50-64,3832,Potential,Occasional,2,10,60,80546.7287,80546.73,,0,3,3,,0.000219748,17.7,300.78,100.26
60,65+,3832,Standard,Occasional,2,40,65,47913.2079,47913.21,2,0,3,3,2,0.000926676,44.4,328.05,109.35
30,30-49,3833,Standard,Fanatic,22,30,37,33467.8179,33467.82,2,0,22,22,2,0.001018889,34.1,2423.74,110.17
20,18-29,3834,Standard,Fanatic,22,0,21,59956.9345,59956.93,2,0,22,22,2,0.000121754,7.3,2678.5,121.75
20,18-29,3835,Standard,Occasional,8,60,28,54404.9369,54404.94,2,0,9,9,2,0.001139602,62,959.58,106.62
40,30-49,3837,Platinum,Regular,18,80,41,79359.0571,79359.06,,1,18,18,,0.001014377,80.5,2247.84,124.88
20,18-29,3838,Standard,Regular,14,50,27,62453.8373,62453.84,2,0,14,14,2,0.000912674,57,1211.84,86.56
30,30-49,3838,Impulsive,Regular,10,90,37,60875.5599,60875.56,,0,11,11,,0.00162134,98.7,1160.61,105.51
30,30-49,3838,Standard,Regular,10,40,31,86190.8229,86190.82,2,0,10,10,2,0.000511655,44.1,1105.8,110.58
30,30-49,3839,Standard,Occasional,4,70,39,39280.2723,39280.27,2,0,4,4,2,0.001916993,75.3,478.08,119.52
30,30-49,3839,Impulsive,Fanatic,28,90,34,38359.3076,38359.31,,0,28,28,,0.002463548,94.5,3171.28,113.26
30,30-49,3841,Standard,Fanatic,22,50,32,47958.0049,47958,2,0,22,22,2,0.001117644,53.6,2296.8,104.4
30,30-49,3841,Impulsive,Regular,16,80,39,52799.9971,52800,,0,16,16,,0.001556818,82.2,1717.6,107.35
20,18-29,3842,Standard,Regular,14,30,28,46407.2613,46407.26,2,0,14,14,2,0.00072187,33.5,1487.92,106.28
30,30-49,3843,Standard,Fanatic,20,0,38,20214.0988,20214.1,2,0,20,20,2,0.000415552,8.4,2039,101.95
30,30-49,3844,Standard,Occasional,2,0,39,62914.8893,62914.89,2,0,2,2,2,0.000104904,6.6,197.38,98.69
20,18-29,3845,Impulsive,Fanatic,28,90,28,55366.2013,55366.2,,0,29,29,,0.001721267,95.3,3607.89,124.41
40,30-49,3845,Standard,Regular,14,20,41,57308.318,57308.32,2,0,14,14,2,0.000401338,23,1527.96,109.14
50,50-64,3846,Impulsive,Fanatic,24,90,51,60002.963,60002.96,,0,25,25,,0.001633253,98,2218,88.72
30,30-49,3847,Standard,Occasional,8,40,35,64065.159,64065.16,2,0,9,9,2,0.000693044,44.4,984.15,109.35
30,30-49,3849,Standard,Fanatic,20,60,30,55828.9843,55828.98,2,0,20,20,2,0.001198302,66.9,1947.8,97.39
40,30-49,3849,Standard,Fanatic,20,20,42,36300.0237,36300.02,2,0,21,21,2,0.000625344,22.7,2342.13,111.53
30,30-49,3850,Standard,Fanatic,20,40,32,33613.6531,33613.65,2,0,21,21,2,0.001246517,41.9,2432.85,115.85
30,30-49,3850,Platinum,Occasional,6,80,37,74012.9122,74012.91,,1,7,7,,0.001179524,87.3,566.02,80.86
40,30-49,3850,Standard,Fanatic,24,10,44,25378.6543,25378.65,2,0,25,25,2,0.000508301,12.9,2918,116.72
30,30-49,3851,Platinum,Occasional,4,70,30,85273.155,85273.15,,1,5,5,,0.000831446,70.9,540.4,108.08
20,18-29,3852,Standard,Fanatic,22,40,25,42405.0843,42405.08,2,0,22,22,2,0.000964507,40.9,2275.46,103.43
20,18-29,3854,Standard,Regular,16,20,27,51645.7978,51645.8,2,0,17,17,2,0.000522792,27,1469.31,86.43
30,30-49,3854,Standard,Fanatic,20,10,38,45859.9158,45859.92,2,0,20,20,2,0.000303097,13.9,2032.4,101.62
40,30-49,3855,Standard,Occasional,6,20,41,52870.5267,52870.53,2,0,7,7,2,0.000406654,21.5,594.44,84.92
30,30-49,3860,Standard,Fanatic,20,0,35,55496.6455,55496.65,2,0,21,21,2,8.83E-05,4.9,2175.39,103.59
30,30-49,3863,Standard,Fanatic,24,40,32,35318.0311,35318.03,2,0,24,24,2,0.001155217,40.8,2549.52,106.23
30,30-49,3863,Standard,Fanatic,28,40,34,61543.1678,61543.17,2,0,28,28,2,0.000679198,41.8,2771.16,98.97
30,30-49,3865,Impulsive,Regular,12,80,38,51952.4514,51952.45,,0,12,12,,0.001545644,80.3,1074.84,89.57
30,30-49,3866,Standard,Fanatic,20,10,39,33596.6679,33596.67,2,0,20,20,2,0.000464332,15.6,2067.2,103.36
30,30-49,3866,Platinum,Occasional,4,70,33,71264.4913,71264.49,,1,4,4,,0.001098724,78.3,447.92,111.98
40,30-49,3866,Standard,Occasional,4,40,45,43436.2071,43436.21,2,0,4,4,2,0.000939309,40.8,424.92,106.23
30,30-49,3867,Standard,Occasional,6,30,33,49068.7161,49068.72,2,0,7,7,2,0.000633805,31.1,828.73,118.39
20,18-29,3868,Standard,Occasional,2,20,25,46478.6291,46478.63,2,0,2,2,2,0.000583064,27.1,205.46,102.73
40,30-49,3868,Impulsive,Regular,18,80,41,43433.2091,43433.21,,0,19,19,,0.001906375,82.8,1650.91,86.89
20,18-29,3869,Standard,Regular,18,50,23,13648.8564,13648.86,2,0,19,19,2,0.00372925,50.9,1518.29,79.91
20,18-29,3869,Standard,Regular,10,40,23,37773.9944,37773.99,2,0,10,10,2,0.001278657,48.3,1092.9,109.29
60,50-64,3870,Standard,Occasional,0,30,61,59209.7657,59209.77,2,0,1,1,2,0.000645164,38.2,106.13,106.13
20,18-29,3871,Standard,Fanatic,26,20,27,67707.4784,67707.48,2,0,27,27,2,0.000310158,21,3417.12,126.56
20,18-29,3871,Standard,Occasional,4,0,21,60453.912,60453.91,2,0,4,4,2,0.000114137,6.9,338.32,84.58
20,18-29,3872,Potential,Regular,12,10,29,77708.5915,77708.59,,0,13,13,,0.000209758,16.3,1306.63,100.51
30,30-49,3873,Standard,Regular,18,0,34,44558.3926,44558.39,2,0,19,19,2,9.20E-05,4.1,2010.01,105.79
30,30-49,3875,Standard,Regular,16,10,36,63284.5899,63284.59,2,0,16,16,2,0.00029233,18.5,1776.16,111.01
40,30-49,3875,Standard,Regular,18,50,44,31998.6067,31998.61,2,0,19,19,2,0.001631321,52.2,2266.7,119.3
40,30-49,3877,Potential,Fanatic,20,20,42,74373.2802,74373.28,,0,20,20,,0.000392614,29.2,1734.8,86.74
30,30-49,3878,Standard,Occasional,8,60,32,41718.1992,41718.2,2,0,9,9,2,0.001567661,65.4,665.37,73.93
20,18-29,3880,Standard,Fanatic,24,70,23,54558.1094,54558.11,2,0,25,25,2,0.001433334,78.2,2135.25,85.41
30,30-49,3881,Standard,Fanatic,22,30,34,57334.2729,57334.27,2,0,22,22,2,0.000622664,35.7,2040.5,92.75
30,30-49,3881,Standard,Fanatic,24,0,34,67517.6053,67517.61,2,0,25,25,2,0.000122931,8.3,3512.75,140.51
30,30-49,3881,Standard,Occasional,6,70,35,64201.5973,64201.6,2,0,7,7,2,0.001107449,71.1,799.47,114.21
30,30-49,3883,Impulsive,Occasional,6,80,35,24039.8048,24039.8,,0,6,6,,0.00358572,86.2,628.08,104.68
50,50-64,3883,Standard,Regular,14,30,51,67590.3087,67590.31,2,0,15,15,2,0.000451248,30.5,1740.15,116.01
20,18-29,3886,Standard,Regular,16,60,26,43386.0091,43386.01,2,0,17,17,2,0.001387544,60.2,1492.09,87.77
30,30-49,3886,Standard,Fanatic,22,60,35,33272.1727,33272.17,2,0,23,23,2,0.001893474,63,2705.26,117.62
30,30-49,3886,Standard,Occasional,6,30,34,47907.6612,47907.66,2,0,6,6,2,0.000832852,39.9,602.52,100.42
30,30-49,3887,Standard,Fanatic,28,50,34,54192.3108,54192.31,2,0,29,29,2,0.001068417,57.9,2993.96,103.24
30,30-49,3888,Standard,Regular,16,70,30,45327.0648,45327.06,2,0,17,17,2,0.001590661,72.1,1527.79,89.87
30,30-49,3889,Impulsive,Occasional,0,80,38,41046.9118,41046.91,,0,0,0,,0.002007459,82.4,0,100.24
40,30-49,3890,Standard,Regular,10,20,48,58307.5299,58307.53,2,0,10,10,2,0.000430476,25.1,1082.5,108.25
20,18-29,3891,Standard,Occasional,0,50,23,57936.9999,57937,2,0,1,1,2,0.000868184,50.3,110.08,110.08
40,30-49,3891,Standard,Regular,12,60,43,51300.449,51300.45,2,0,12,12,2,0.001185175,60.8,1267.56,105.63
20,18-29,3892,Standard,Fanatic,22,40,22,33773.4848,33773.48,2,0,22,22,2,0.001193244,40.3,2159.96,98.18
20,18-29,3892,Impulsive,Regular,14,90,24,52776.294,52776.29,,0,15,15,,0.00185121,97.7,1286.85,85.79
30,30-49,3892,Standard,Regular,14,50,39,51149.9403,51149.94,2,0,14,14,2,0.001065495,54.5,1800.26,128.59
50,50-64,3892,Standard,Occasional,2,60,51,54616.0708,54616.07,2,0,3,3,2,0.001127873,61.6,275.67,91.89
20,18-29,3895,Standard,Regular,10,60,29,47440.6737,47440.67,2,0,10,10,2,0.00142283,67.5,704.3,70.43
30,30-49,3895,Standard,Occasional,6,20,39,52708.4581,52708.46,2,0,7,7,2,0.000510355,26.9,744.66,106.38
50,50-64,3896,Standard,Fanatic,24,40,56,52432.8735,52432.87,2,0,25,25,2,0.000781952,41,2439.25,97.57
20,18-29,3897,Standard,Occasional,6,30,24,54595.257,54595.26,2,0,7,7,2,0.00062826,34.3,646.03,92.29
20,18-29,3898,Standard,Occasional,0,20,21,19169.4255,19169.43,2,0,0,0,2,0.001314593,25.2,0,96.71
20,18-29,3901,Standard,Fanatic,24,30,29,35775.7677,35775.77,2,0,24,24,2,0.000849737,30.4,2898.24,120.76
20,18-29,3902,Potential,Occasional,8,10,20,77015.6517,77015.65,,0,8,8,,0.000148022,11.4,793.52,99.19
40,30-49,3902,Standard,Regular,14,40,45,46496.8113,46496.81,2,0,14,14,2,0.001058137,49.2,1334.9,95.35
60,50-64,3904,Standard,Fanatic,24,20,62,59458.342,59458.34,2,0,25,25,2,0.000444008,26.4,2876.5,115.06
20,18-29,3905,Impulsive,Regular,18,80,21,64170.5208,64170.52,,0,19,19,,0.001276287,81.9,1200.8,63.2
40,30-49,3907,Standard,Fanatic,28,0,49,53029.464,53029.46,2,0,28,28,2,0.000147088,7.8,1525.44,54.48
30,30-49,3908,Standard,Fanatic,20,20,37,54108.7479,54108.75,2,0,20,20,2,0.000491603,26.6,1892.8,94.64
20,18-29,3911,Standard,Regular,16,20,26,65833.2209,65833.22,2,0,17,17,2,0.000306836,20.2,1517.93,89.29
30,30-49,3911,Standard,Fanatic,28,50,34,64191.4647,64191.46,2,0,28,28,2,0.00085837,55.1,2581.32,92.19
30,30-49,3911,Standard,Regular,12,40,37,98763.6248,98763.62,2,0,12,12,2,0.000423233,41.8,1187.64,98.97
30,30-49,3912,Platinum,Fanatic,26,90,34,72417.7722,72417.77,,1,26,26,,0.001314594,95.2,2368.86,91.11
20,18-29,3913,Standard,Regular,18,40,22,28910.5005,28910.5,2,0,19,19,2,0.001719099,49.7,2115.27,111.33
30,30-49,3914,Standard,Regular,16,10,32,36518.7518,36518.75,2,0,16,16,2,0.000514804,18.8,1486.24,92.89
30,30-49,3914,Standard,Regular,14,70,32,32555.0648,32555.06,2,0,15,15,2,0.002263857,73.7,1422.75,94.85
40,30-49,3915,Standard,Regular,10,50,46,51723.2562,51723.26,2,0,10,10,2,0.001015017,52.5,1230.7,123.07
20,18-29,3916,Standard,Regular,16,70,24,60738.0967,60738.1,2,0,17,17,2,0.001297374,78.8,2150.5,126.5
20,18-29,3917,Impulsive,Regular,18,80,22,46840.1874,46840.19,,0,18,18,,0.001757038,82.3,1633.86,90.77
30,30-49,3920,Impulsive,Regular,14,80,35,48333.1212,48333.12,,0,14,14,,0.00173587,83.9,1378.3,98.45
30,30-49,3922,Potential,Fanatic,20,30,39,76522.1543,76522.15,,0,20,20,,0.000410339,31.4,1615,80.75
30,30-49,3922,Standard,Regular,10,50,38,30416.3378,30416.34,2,0,11,11,2,0.00170632,51.9,1010.9,91.9
20,18-29,3923,Standard,Regular,14,40,21,48314.612,48314.61,2,0,15,15,2,0.000863093,41.7,1359.9,90.66
20,18-29,3924,Standard,Occasional,4,30,27,40503.9824,40503.98,2,0,5,5,2,0.000760419,30.8,389.6,77.92
30,30-49,3925,Standard,Occasional,8,70,38,54489.1952,54489.2,2,0,8,8,2,0.001317692,71.8,966.16,120.77
40,30-49,3925,Standard,Occasional,6,0,43,61761.1728,61761.17,2,0,6,6,2,9.88E-05,6.1,644.22,107.37
40,30-49,3926,Impulsive,Occasional,6,90,45,18452.0993,18452.1,,0,6,6,,0.00500756,92.4,585.9,97.65
30,30-49,3931,Standard,Occasional,4,30,38,26702.69,26702.69,2,0,5,5,2,0.001359414,36.3,445,89
30,30-49,3931,Standard,Occasional,2,10,33,47360.1771,47360.18,2,0,2,2,2,0.000213259,10.1,186.26,93.13
30,30-49,3933,Standard,Regular,10,50,37,76878.3317,76878.33,2,0,11,11,2,0.000745334,57.3,1175.68,106.88
30,30-49,3933,Impulsive,Regular,12,80,36,45518.4125,45518.41,,0,12,12,,0.001801469,82,1264.44,105.37
30,30-49,3934,Standard,Fanatic,24,30,33,55068.5952,55068.6,2,0,24,24,2,0.000657362,36.2,2305.44,96.06
20,18-29,3936,Impulsive,Fanatic,24,90,27,54075.1227,54075.12,,0,24,24,,0.001736473,93.9,2385.6,99.4
20,18-29,3938,Standard,Regular,10,60,28,25466.694,25466.69,2,0,11,11,2,0.002387432,60.8,1161.93,105.63
20,18-29,3939,Standard,Fanatic,26,30,26,61448.9024,61448.9,2,0,26,26,2,0.000585853,36,2607.54,100.29
20,18-29,3939,Standard,Occasional,0,20,29,25654.3083,25654.31,2,0,0,0,2,0.00081078,20.8,0,108.82
30,30-49,3939,Standard,Occasional,4,0,37,55730.6583,55730.66,2,0,4,4,2,0.000172257,9.6,282.4,70.6
30,30-49,3939,Standard,Occasional,6,30,33,34022.6261,34022.63,2,0,7,7,2,0.000984639,33.5,743.96,106.28
40,30-49,3939,Impulsive,Regular,12,80,43,57906.249,57906.25,,0,12,12,,0.001517971,87.9,1380.36,115.03
30,30-49,3940,Impulsive,Occasional,8,90,39,43378.6591,43378.66,,0,9,9,,0.002233817,96.9,920.79,102.31
10,18-29,3941,Standard,Fanatic,26,70,18,43241.0025,43241,2,0,26,26,2,0.001771467,76.6,2379.78,91.53
40,30-49,3941,Standard,Regular,18,0,42,33569.3561,33569.36,2,0,18,18,2,0.000154903,5.2,1879.92,104.44
30,30-49,3942,Standard,Fanatic,20,60,34,36947.6058,36947.61,2,0,20,20,2,0.001729476,63.9,2437,121.85
30,30-49,3944,Standard,Regular,16,20,36,60871.0673,60871.07,2,0,16,16,2,0.000356491,21.7,1600.48,100.03
30,30-49,3946,Standard,Regular,14,20,31,37443.7465,37443.75,2,0,15,15,2,0.000707728,26.5,1413.6,94.24
40,30-49,3946,Standard,Occasional,2,10,46,55806.8363,55806.84,2,0,3,3,2,0.000240114,13.4,332.97,110.99
